benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,blind-maze-explorer-5x5,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/blind-maze-explorer-5x5/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,blind-maze-explorer-5x5,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/blind-maze-explorer-5x5/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,blind-maze-explorer-algorithm,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/blind-maze-explorer-algorithm/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,blind-maze-explorer-algorithm,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/blind-maze-explorer-algorithm/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,cartpole-rl-training,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/cartpole-rl-training/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,cartpole-rl-training,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/cartpole-rl-training/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,cartpole-rl-training,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/cartpole-rl-training/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,count-dataset-tokens,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/count-dataset-tokens/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,count-dataset-tokens,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/count-dataset-tokens/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,count-dataset-tokens,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/count-dataset-tokens/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,crack-7z-hash.hard,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/crack-7z-hash.hard/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,crack-7z-hash.hard,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/crack-7z-hash.hard/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,crack-7z-hash.hard,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/crack-7z-hash.hard/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,csv-to-parquet,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/csv-to-parquet/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,csv-to-parquet,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/csv-to-parquet/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,csv-to-parquet,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/csv-to-parquet/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,download-youtube,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/download-youtube/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,download-youtube,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/download-youtube/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,download-youtube,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/download-youtube/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,eval-mteb.hard,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/eval-mteb.hard/summarization/run_1/trajectory.json,/home/ak58925/agentCtx-summarization/results/query-error-audit-20260907-1731/details/00283.txt
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,eval-mteb.hard,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/eval-mteb.hard/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,eval-mteb.hard,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/eval-mteb.hard/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,eval-mteb,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/eval-mteb/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,eval-mteb,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/eval-mteb/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,eval-mteb,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/eval-mteb/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,extract-moves-from-video,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/extract-moves-from-video/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,extract-moves-from-video,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/extract-moves-from-video/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,extract-moves-from-video,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/extract-moves-from-video/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,fibonacci-server,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/fibonacci-server/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,fix-git,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/fix-git/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,fix-git,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/fix-git/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,git-workflow-hack,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/git-workflow-hack/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,git-workflow-hack,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/git-workflow-hack/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,git-workflow-hack,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/git-workflow-hack/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,gpt2-codegolf,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/gpt2-codegolf/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,gpt2-codegolf,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/gpt2-codegolf/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,gpt2-codegolf,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/gpt2-codegolf/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,heterogeneous-dates,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/heterogeneous-dates/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,hf-model-inference,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/hf-model-inference/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,hf-model-inference,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/hf-model-inference/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,incompatible-python-fasttext,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/incompatible-python-fasttext/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,intrusion-detection,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/intrusion-detection/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,intrusion-detection,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/intrusion-detection/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,intrusion-detection,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/intrusion-detection/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,password-recovery,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/password-recovery/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,password-recovery,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/password-recovery/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,path-tracing-reverse,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/path-tracing-reverse/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,path-tracing-reverse,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/path-tracing-reverse/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,path-tracing-reverse,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/path-tracing-reverse/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,processing-pipeline,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/processing-pipeline/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,prove-plus-comm,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/prove-plus-comm/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,prove-plus-comm,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/prove-plus-comm/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,prove-plus-comm,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/prove-plus-comm/summarization/run_3/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,pytorch-model-cli.hard,summarization,run_1,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/pytorch-model-cli.hard/summarization/run_1/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,pytorch-model-cli.hard,summarization,run_2,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/pytorch-model-cli.hard/summarization/run_2/trajectory.json,
terminalbench,main,devstral24b,d05__b4k__su-full,hosted_vllm/mistralai/Devstral-Small-2-24B-Instruct-2512,summarization,4000,0.5,pytorch-model-cli.hard,summarization,run_3,probable,tb_erasure_possible,0,,/home/ak58925/agentCtx/ICLR_results/terminalbench/main/devstral24b/d05__b4k__su-full/pytorch-model-cli.hard/summarization/run_3/trajectory.json,
