benchmark,section,cohort_model_path,cell,model,primitive,budget_tokens,depth,task,condition,run,rerun_priority,rerun_reason,summary_marker_errors,summary_failure_lower_bound,trajectory,error_response_details,seed_source_section,seed_source_trajectory,seed_archive
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-12273,summarization,run_2,priority,summary_failure_accounting,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-12273/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07357.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-12273/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-12273,summarization,run_3,priority,summary_failure_accounting,0,8,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-12273/summarization/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07358.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-12273/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-13012,summarization,run_2,priority,summary_failure_accounting,0,18,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-13012/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07367.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-13012/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-13964,summarization,run_1,priority,summary_failure_accounting,0,43,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-13964/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07372.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-13964/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-13964,summarization,run_2,priority,summary_failure_accounting,0,34,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-13964/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07373.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-13964/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-13964,summarization,run_3,priority,summary_failure_accounting,0,20,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-13964/summarization/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07374.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-13964/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-14580,summarization,run_1,priority,summary_failure_accounting,0,17,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-14580/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07378.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-14580/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-14915,summarization,run_1,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-14915/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07383.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-14915/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-14999,summarization,run_1,priority,summary_failure_accounting,0,8,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-14999/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07385.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-14999/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-17087,summarization,run_1,priority,summary_failure_accounting,0,32,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-17087/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07407.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-17087/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-10908,summarization,run_2,priority,summary_failure_accounting,0,38,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-10908/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07412.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-10908/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-11310,summarization,run_1,priority,summary_failure_accounting,0,38,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-11310/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07414.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-11310/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-11310,summarization,run_2,priority,summary_failure_accounting,0,16,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-11310/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07415.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-11310/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-11578,summarization,run_1,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-11578/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07417.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-11578/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-11578,summarization,run_2,priority,summary_failure_accounting,0,43,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-11578/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07418.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-11578/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-13328,summarization,run_1,priority,summary_failure_accounting,0,13,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13328/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07430.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13328/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-13328,summarization,run_2,priority,summary_failure_accounting,0,33,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13328/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07431.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13328/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-13779,summarization,run_1,priority,summary_failure_accounting,0,25,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13779/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07434.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13779/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-13779,summarization,run_2,priority,summary_failure_accounting,0,17,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13779/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07435.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-13779/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-25747,summarization,run_1,probable,summary_related_response,0,0,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-25747/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07453.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-25747/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-25747,summarization,run_2,priority,summary_failure_accounting,0,26,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-25747/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07454.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-25747/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,scikit-learn__scikit-learn-25747,summarization,run_3,priority,summary_failure_accounting,0,29,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-25747/summarization/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07455.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/scikit-learn__scikit-learn-25747/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-11618,summarization,run_2,priority,summary_failure_accounting,0,35,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-11618/summarization/run_2/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07465.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-11618/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-13091,summarization,run_1,priority,summary_failure_accounting,0,29,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-13091/summarization/run_1/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07470.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-13091/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-13757,summarization,run_3,priority,summary_failure_accounting,0,33,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-13757/summarization/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07474.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-13757/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,sympy__sympy-19637,summarization,run_3,priority,summary_failure_accounting,0,38,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/sympy__sympy-19637/summarization/run_3/trajectory.json,/home/ak58925/agentCtx/archives/summary-bug-audit-20260907_185802_CDT/audit-swebench/details/07497.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/sympy__sympy-19637/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-11292,summarization,run_1,priority,agentlog_summary_failure,0,1,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-11292/summarization/run_1/trajectory.json,details/07344.txt,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-11292/summarization/run_1/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-14580,summarization,run_3,priority,agentlog_summary_failure,0,12,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-14580/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-14580/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-14915,summarization,run_3,priority,agentlog_summary_failure,0,4,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-14915/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-14915/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-14999,summarization,run_2,priority,agentlog_summary_failure,0,8,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-14999/summarization/run_2/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-14999/summarization/run_2/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
swebench,ablation,qwen35b,d05__b10k__su-full,hosted_vllm/Qwen/Qwen3.5-35B-A3B,summarization,10000,0.5,django__django-14999,summarization,run_3,priority,agentlog_summary_failure,0,13,/home/ak58925/agentCtx/ICLR_results/swebench/ablation/qwen35b/d05__b10k__su-full/django__django-14999/summarization/run_3/trajectory.json,,main,/home/ak58925/agentCtx/ICLR_results/swebench/main/qwen35b/d05__b10k__su-full/django__django-14999/summarization/run_3/trajectory.json,swebench_summary_bug_remaining_20260908_162042_CDT
